user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Crypto News Alerts 🔥🎙,,🎥 Crypto Podcaster #Bitcoin Maximalist | Stackin’ Sats 4Life 😎🚀 Visit YouTube Channel For ‘Daily’ Show👇🏼,2019-09-13 22:06:25,6356.0,387,9476,False,2021-02-10 21:09:22,"💥@BigCheds Sees #Bitcoin Hitting $70K Before Cooling Off, In The Next 3-4 Weeks!🚀

💥@MaxKeiser Says Parabolic #BTC… https://t.co/hIJTvVcMSg","['Bitcoin', 'BTC']",Twitter Web App,false
Cryptocurrencies / USD,,Stay updated on the main cryptocurrencies of the market | @cryptosEUR for EUR | Do you miss any coin? ➡️ DMs open,2018-08-02 10:06:05,3910.0,1,10,False,2021-02-10 21:09:18,"🔄 Prices update in $USD (1 hour):

$BTC   - 44512.8 $   (-1.3 %) 
$ETH   - 1720.41 $   (-1.08 %)
$XRP   - 0.48 $… https://t.co/FeSqJPjMRZ",,Cryptocurrencies prices to USD,false
CryptoMiguel,,Independent. Crypto Investor. $SHR Focus on the things you want to achieve in life and eventually you will. Tweets are not financial advice.,2020-08-11 04:01:02,259.0,774,23448,False,2021-02-10 21:08:42,"Listen I like #Bitcoin I believe it’s going way higher as years go by, but that is it. It’s a gateway for what the… https://t.co/weiRkBib7i",['Bitcoin'],Twitter for iPhone,false
CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 21:08:24,"⬆️ Buyer alert: 10 $BTC bought at market @ 44460 #Bitcoin #crypto #BTC
  https://t.co/iMB1mj8Cs1 👈","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,false
btcbull47,,Bullish on Bitcoin. Providing due diligence. Tweets are my own opinions. I am not a financial advisor.,2020-12-23 13:01:48,320.0,16,5624,False,2021-02-10 21:07:58,"@ArgoBlockchain hourly chart:

Stoch RSI weak bearish slightly under signal.
MACD weak bearish slightly under signa… https://t.co/kcLEEuCYNx",,Twitter Web App,false
Rana Farinaccio,Neuquén - Argentina,Elaborado en el '93. Boca Juniors. Licenciatura en Administración - UNCo,2012-08-02 16:26:01,128.0,130,11247,False,2021-02-10 21:06:56,🤝 Follow me on @betfury_io. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform wi… https://t.co/SnpEEDYIG4,,Twitter Web App,false
Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 21:06:18,#Bitcoin energy debate resurfaces with calls for ‘green hackers’ to attack network https://t.co/7Xqn7w5eFD #btc #bitcoinnews,"['Bitcoin', 'btc', 'bitcoinnews']",Twibble.io,false
Tom Crown Official,Ireland,#bitcoin,2018-04-01 15:29:28,3331.0,28,3947,False,2021-02-10 21:06:14,"Live In 10~
Bitcoin Consolidating, #Tether PUMPING! #AVAX, #CELO, #AMP, #ICX, #GRT, #BNB 

#btc #bitcoin #usdt… https://t.co/q5du8Z3zDD","['Tether', 'AVAX', 'CELO', 'AMP', 'ICX', 'GRT', 'BNB', 'btc', 'bitcoin', 'usdt']",Twitter Web App,false
650icoupe,"Cleveland, OH",,2018-12-21 20:34:26,57.0,255,830,False,2021-02-10 21:06:10,"Everybody go buy #mda
#cryptocurrency #Crypto #cryptotrading
#BTC #Bitcoin sign up on https://t.co/uqj07YbPIn","['mda', 'cryptocurrency', 'Crypto', 'cryptotrading', 'BTC', 'Bitcoin']",Twitter for Android,false
Trading MarcoDaCosta,StocksLand 💶💵💷,Investor. Trader. Thinker. Trading Strategist. 💶Private Financial Advisor. #Bitcoin #Binance #BSC #OptionsTrading 🎱,2010-03-01 19:35:17,5366.0,927,34484,False,2021-02-10 21:05:04,"$ARK Invest Report Suggests #Bitcoin Price Could Increase By $40,000. #ARK #BTC ⁦@ARKInvest⁩  https://t.co/wuivE4wwlK","['Bitcoin', 'ARK', 'BTC']",Twitter for iPhone,false
Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 21:05:01,"🤩$BTCST 🤩Buy Signal
▶Pair: BTCST/BTC 
🚦Signal: Price Crossing DMA - Day 
💰Price: 0.0030783 

#btc #bitcoin… https://t.co/ksEH3lAxNo","['btc', 'bitcoin']",Genius Crypto,false
SatoshiClan,Decentralised,"Fascinating side of Crypto!! Follow us for Crypto Fun:)
📷: Memes
📰: Trends
📕: Education
👻: Spur
🎓: Facts
::The future of money::

Facebook: @satoshiclancom",2019-05-01 21:01:48,69.0,78,2653,False,2021-02-10 21:04:42,"$Lead another partnership 🚀🚀

We can see it flying atleast 10x this month, this gem is still under valued, sub 1 mi… https://t.co/uBgNtdNDBh",,Twitter for Android,false
CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 21:04:35,"⬆️⬆️ $BTC BUYING PRESSURE ALERT 📈 Price trading around 44407
          https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,false
Crablinski,,Follow us for real time Bitcoin price spikes (few minutes gap between alerts to prevent flooding). https://t.co/SLEyo0mXcV,2020-09-04 20:03:16,153.0,0,0,False,2021-02-10 21:04:22,"BTC-USD
🔻 44,377
DOWN spike of -200
(since 15 seconds ago)

Follow us for real time spike alerts
#bitcoin #btc #trading","['bitcoin', 'btc', 'trading']",,false
btcbull47,,Bullish on Bitcoin. Providing due diligence. Tweets are my own opinions. I am not a financial advisor.,2020-12-23 13:01:48,320.0,16,5624,False,2021-02-10 21:02:39,"Outstanding day for what was a disaster in the crypto world.

Bitcoin down almost 4% sent most miners in the red.… https://t.co/PZpeWzfEYe",,Twitter for iPhone,false
@mariuskarma,Deutschland,Technology improve the world! Use efficiently  #MachineLearning #BigData #Analytics #AI #BI #Raspberry_PI #Python #Ether #tensorflow #web #api,2012-05-21 21:25:21,5978.0,6557,9092,False,2021-02-10 21:02:29,"‘Black Tower ‘ Bitcoin could be positioned between $ 100,000 and $ 400,000

https://t.co/kPjNHnsxoY
#BTC #Bitcoin… https://t.co/KSYfOd0vfp","['BTC', 'Bitcoin']",Twitter Web App,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 21:01:35,"I have shared a lot of analysis today as well. Are you tired?

I always say to you; It is a little difficult to kee… https://t.co/aXKrmHxq02",,Twitter Web App,false
BitAML,NorCal. Global perspective.,AML/KYC compliance advisory services for #bitcoin and cryptocurrency startups. Questions? Reach out: https://t.co/HRHVo7I0n2 #crypto #AML #RegTech,2014-02-24 02:38:42,2213.0,2662,2046,False,2021-02-10 21:01:34,"Tip #2: Transaction monitoring is key to robust institutional compliance. 

You can learn more about red flags at o… https://t.co/7SaQdQkQXH",,Hootsuite Inc.,false
coinOK,,Now part of the Dogecoin community.,2013-12-05 23:34:07,9798.0,3337,193,False,2021-02-10 21:01:33,1 BTC Price: Bitstamp 44655.10 USD Coinbase  USD #btc #bitcoin 2021-02-10 16:01 https://t.co/0TKY5dgnLQ,"['btc', 'bitcoin']",CoinTweety,false
Love2Trade,United States,#Bitcoin,2012-04-22 19:07:07,628.0,307,6736,False,2021-02-10 21:01:24,"$BTC #Bitcoin #BTC #cryptocurrency
Oh boy 😱🚀🚀💯👍💯👍 https://t.co/IlJ3X8bVE0","['Bitcoin', 'BTC', 'cryptocurrency']",Twitter for Android,false
notgonnausedit,,,2018-09-21 01:26:58,1.0,19,12,False,2021-02-10 21:00:38,Swissborg Community is an APP to win #crypto. You just need to forecast the price of #Bitcoin in the next 24h to ea… https://t.co/vUWlFnyK8e,"['crypto', 'Bitcoin']",Twitter Web App,false
AIMAKERY™,"London, United Kingdom",AIMAKERY™ Marketplace for AI & Data | ERC—20 (AIM) Token,2019-09-10 10:54:16,525.0,1349,163,False,2021-02-10 21:00:38,"Tesla invests $1.5 billion in bitcoin, will start accepting it as payment

#tesla #elon #elonmusk #bitcoin #btc… https://t.co/FUw3iYIGOR","['tesla', 'elon', 'elonmusk', 'bitcoin', 'btc']",Hootsuite Inc.,false
Fernando Reis,"São Paulo, Brasil 🇧🇷","AD ASTRA PER ASPERA! ""Através de dificuldades até as estrelas"" 🇵🇹 from Lisbon. #Bitcoin $1M",2018-03-09 15:10:59,268.0,782,11805,False,2021-02-10 21:00:21,@BMTheEquityDesk Totally wrong! U sir don’t know what #Bitcoin is and what you r evoking is against your people’s f… https://t.co/MFtAHQeGZY,['Bitcoin'],Twitter for iPhone,false
Coinstats,Blockchain,Stats every hour of the top 10 crypto currencies,2016-04-30 15:47:58,3508.0,0,0,False,2021-02-10 21:00:09,"Bitcoin - BTC
Price: $44,661.86
Change in 1h: -0.75297838%
Market cap: $831,839,958,004.61
Ranking: 1
#Bitcoin #BTC","['Bitcoin', 'BTC']",CoinStats,false
Kur Ne Oldu,Turkey,"Günlük Döviz Kurları /

Daily Currency Exchange Rates",2019-02-11 08:43:21,4154.0,76,45,False,2021-02-10 21:00:09,"⏰ 00:00
₿ Bitcoin = 44.709,1105 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurNeOldu,false
Kur Kaç Oldu?,,"Günlük Döviz Kurları /

Daily Currency Exchange Rates

Eski hesap: 
@kurneoldu",2016-08-14 08:28:42,2158.0,1,3,False,2021-02-10 21:00:03,"⏰ 00:00
₿ Bitcoin = 44.709,1105 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurKacOldu,false
Crypto Trader,,Bot to stream crypto (mostly BTC) info and flag a few traditional TA triggers. BTC/BCC tips: 14pNtiA3KLnAYBXrRtkRcESpVonQd65qqx,2017-09-09 04:26:15,1094.0,161,59,False,2021-02-10 21:00:02,"Bitcoin: $44,526.27
 -5.49% (-$2585.93)
High: $47,473.25
Low: $43,766
Volume: 707

$BTC #BTC #bitcoin","['BTC', 'bitcoin']",CryptoTradeBot2,false
PiRoyot,,Test Twitter Bot for Pi,2020-06-07 10:46:59,1.0,0,0,False,2021-02-10 21:00:02,"Market Id : BTC-AUD
Last Price :58056.83
24 Hour High :61550
24 Hour Low :57009.19
Best Bid :57859
Best Ask : 58056.83
#btc #bitcoin","['btc', 'bitcoin']",HashTagTrendRoy,false
MBN global,,"We offer secure trading and assets management via smart contracts, transparent traders' history recorded in the blockchain. Telegram group: https://t.co/Wx9gJZqo3L",2020-02-13 15:03:13,670.0,92,375,False,2021-02-10 21:00:00,"💎 $BTC: Trading In Falling Channel! Again 47200$ 🚀

➡️Detailed post  view in $MBN's TG: https://t.co/uC7OOz2hHA… https://t.co/QgNbluypTw",,Twitter Web App,false
Trading MarcoDaCosta,StocksLand 💶💵💷,Investor. Trader. Thinker. Trading Strategist. 💶Private Financial Advisor. #Bitcoin #Binance #BSC #OptionsTrading 🎱,2010-03-01 19:35:17,5366.0,927,34484,False,2021-02-10 20:59:57,"#Bitcoin: Banking #stock positioned to ride the #crypto wave, #JPMorgan says. 🏵 $JPM #BTC  https://t.co/5KMtkFgetC","['Bitcoin', 'stock', 'crypto', 'JPMorgan', 'BTC']",Twitter for iPhone,false
BREX,"Los Angeles, CA",Psycho Disco! // Outside In Movement // Socials: @itsBREX,2009-05-02 20:33:51,384.0,292,935,False,2021-02-10 20:58:45,"Had a dream I did this and some generous soul / whale helped me pay off my $250K of student loan debt. 🤞
#Bitcoin… https://t.co/iSJgYe1DZN",['Bitcoin'],Twitter Web App,false
jabak,Nope,"The left has nothing going right, and the right has nothing left.",2020-01-31 18:50:31,42.0,201,12050,False,2021-02-10 20:57:26,$STX to the moon. #blockstack #Bitcoin #BTC $BTC,"['blockstack', 'Bitcoin', 'BTC']",Twitter Web App,false
XCP Gateway,,"https://t.co/3AdlJW7ybH is the entry of #Counterparty #XCP into the #WAVESplatform and lets you use it's high volume dex, fast transactions and low fees for your XCP",2021-01-24 10:07:46,28.0,69,4,False,2021-02-10 20:57:14,"Today's Market Situation for $XCP on #wavesplatform. Currently the price is $2.805, which is -12.06% from yesterday… https://t.co/vvo5mBQyW7",['wavesplatform'],IFTTT,false
Borsatakipcisi,"Konya, Türkiye",#Bitcoin,2018-11-25 11:49:39,186.0,347,5020,False,2021-02-10 20:56:42,"$algo today seen 1.21 ? 
#BTC #Bitcoin","['BTC', 'Bitcoin']",Twitter for Android,false
Amber Twemlow (Twem)🇬🇧💂🏻👩🏼‍🎓❤️🌈😇🧜🏻‍♀️,"Point Clear, England","Twem here, Siren & anti-influencer. Tip me a Bitcoin coffee ☕️ at 3L9dzTLQRcxNpN89V6gfNrbaz95UQ5VMrZ - Princessipality of Point Clear xx",2019-02-19 00:29:07,4237.0,2942,126176,False,2021-02-10 20:56:23,"#Bitcoin #BTC current price (GBP): £32,215
Like my updates? you can tip me at 3L9dzTLQRcxNpN89V6gfNrbaz95UQ5VMrZ","['Bitcoin', 'BTC']",Twemzy,false
Jason_Mate,"Melbourne, Victoria","Father, gamer and lover of most things.

$XRP",2014-05-28 21:24:02,114.0,615,3298,False,2021-02-10 20:56:12,If you are interested in any crypto such as $BTC $XRP and many many more check out Swyftx: https://t.co/ubfJ8SGadK… https://t.co/zf18xCvunx,,Twitter for Android,false
CryptoParos,New York,Pilot + Industrial Engineer + PhD in World Politics. TA's never investment advice. https://t.co/6IC98De3tT,2020-09-04 23:54:04,4150.0,0,1802,False,2021-02-10 20:55:44,"#MATICBTC hit the first target, 304 sats.🚀🚀🚀

16 % profit in the bag already.😎

#MATIC #MATICBTC #MATICUSDT $MATIC… https://t.co/1k3kEhvopi","['MATICBTC', 'MATIC', 'MATICBTC', 'MATICUSDT']",Twitter Web App,false
Samantha Gayle: Plan For Success Queen,Make Passive Income ⬇️,I help #womenentrepreneurs generate passive income with their own custom digital products. Earn income Today 💰Follow my investment journey #WealthSquad,2017-07-05 19:56:13,217.0,116,2862,False,2021-02-10 20:55:34,Did you hear that the “#twitter CFO says social media giant is considering whether to add bitcoin to its balance sh… https://t.co/3M5Fgo5Sex,['twitter'],Twitter for iPhone,false
Kripto Hikmet 🐺,,#bitcointrader balinalar ile yüzüyoruz 🐳🐳 #Bitcoin,2016-06-27 11:08:15,693.0,136,8,False,2021-02-10 20:55:27,"@elonmusk King, write doge again. I will try something :)) #dogecoin #DOGE #dogearmy #BTC #Bitcoin","['dogecoin', 'DOGE', 'dogearmy', 'BTC', 'Bitcoin']",Twitter Web App,false
Jordy,,,2021-01-30 14:44:31,1.0,7,1,False,2021-02-10 20:55:02,"Bitvavo is the #1 crypto trading platform for both beginners and experts!

Sign up here: https://t.co/fMRZNhCY4b… https://t.co/s5ha8lh4Xr",,Twitter for iPhone,false
Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 20:54:55,"🤩$TRB 🤩Buy Signal
▶Pair: TRB/BTC 
🚦Signal: Price Crossing DMA - Day 
💰Price: 0.001188 

#btc #bitcoin… https://t.co/1v4ljUU1iE","['btc', 'bitcoin']",Genius Crypto,false
Gary Sumner,"The Woodlands, TX",for we are the visitors of time.,2012-03-18 15:49:47,292.0,332,334,False,2021-02-10 20:54:01,#Teslabitcoin has officially started the wave... which companies will wait until it’s too late to add #hodlings to… https://t.co/aBpkKfFgma,"['Teslabitcoin', 'hodlings']",Twitter for iPhone,false
CryptoInsiderTA,"New Delhi, India",Do you Want to become a Millionaire? Yes you can that is absolutely free. We will guide you step by step method. We never charge for the guidance & service,2018-02-10 06:11:35,167.0,68,14,False,2021-02-10 20:53:44,"Bitcoin &amp; Ethereum Update + one 100x altcoin- CryptoInsiderTA Hindi https://t.co/WQ5HBJBL3s via @YouTube 
#bitcoin… https://t.co/VpJGmB5pcd",['bitcoin'],Twitter Web App,false
Dem Apples,,,2016-08-13 20:42:29,533.0,0,69,False,2021-02-10 20:53:28,"@elonmusk damn shorts are relentless, thick skulled and never learn do they. What’s wrong with these people #Bitcoin $TSLA #BTC","['Bitcoin', 'BTC']",Twitter for iPhone,false
jabak,Nope,"The left has nothing going right, and the right has nothing left.",2020-01-31 18:50:31,42.0,201,12050,False,2021-02-10 20:52:49,$STX is going to 10$. It is the Ethereum of Bitcoin. So undervalued!! #blockstack #Bitcoin #BTC $BTC,"['blockstack', 'Bitcoin', 'BTC']",Twitter Web App,false
Cryptocurrencies / EUR,,Stay updated on the main cryptocurrencies of the market | @cryptosUSD for USD | Do you miss any coin? ➡️ DMs open,2018-08-03 21:30:08,4052.0,1,9,False,2021-02-10 20:52:10,"🔄 Prices update in $EUR (1 hour):

$BTC   - 36871.4 €  (-1.19 %)
$ETH   - 1421.82 €  (-1.14 %)
$XRP   - 0.4 €     (… https://t.co/gQRjtXkdgK",,Cryptocurrencies prices to EUR,false
Flaming.hodl 🔴🟠,,"#BTC, #bitcoin, Hodl",2009-04-04 15:54:58,315.0,1173,3803,False,2021-02-10 20:51:45,"Here is my advanced course on how to be a successful investor in #Bitcoin 

1) Buy #BTC 
2) Hodl
3) Repeat steps 1 and 2","['Bitcoin', 'BTC']",Twitter Web App,false
CryptoCraker🦞,"New York, USA","#Cryptocurrency Market analysis.
#Bitcoin #Ethereum #BNB #1inch #HTB 
My #BTC Donations adress.
188pwPaS3EP4Qaqasdc8peUFjJjv2Wc1SY",2020-01-07 10:16:48,112.0,284,647,False,2021-02-10 20:51:40,"#Bitcoin

after #elonBTC now #AppleBTC

#btc","['Bitcoin', 'elonBTC', 'AppleBTC', 'btc']",Twitter for Android,false
Mike,"IL, USA","Music maker, AML Investigator, and crypto advocate/hodler. Not a financial advisor. My tweets are not financial advice. #DYOR 💎🤲 Peep my bandcamp below! 👇👇",2010-02-25 22:21:44,178.0,645,2234,False,2021-02-10 20:51:26,All these big companies probably are ¯\_(ツ)_/¯ #btc #bitcoin #cryptocurrency https://t.co/xiswNf5LN1,"['btc', 'bitcoin', 'cryptocurrency']",Twitter for iPhone,false
Lloyd Phillips,United Kingdom,"Opinions, not financial advice. AAA CCAP COPL EML EUA GUN KIBO LOGP MAC TSE:MARI MSYS MVR ORCP ORPH PIRI PNPL POW RDGC TSXV:RECO RUA",2020-09-14 21:18:16,1153.0,31,3954,False,2021-02-10 20:51:23,"#BTC #Bitcoin (BTC/USD) is at 44,588.5 (-5.48%) 
https://t.co/IRglcSrFEM","['BTC', 'Bitcoin']",Twitter for iPhone,false
BittrexPrices,,Scans Bittrex’s main currencies hourly | Also @BinancePrices @KrakenPrices | We are not @BittrexExchange | Business ➡ cryptocurrencies.prices@gmail.com,2018-05-25 20:30:07,3131.0,1,18,False,2021-02-10 20:50:55,"🔄 Prices update in $USDT (1 hour):

$BTC - 44590.41 $      (-1.22 %)
$ETH - 1716.88 $       (-1.47 %)
$XRP - 0.48 $… https://t.co/Kjml1LGPat",,Bittrex Prices,false
STUDIO192.NL,Apeldoorn (GLD) Holland,"On-line Radio Station. In Apeldoorn,Holland",2010-01-15 15:57:04,1091.0,614,225,False,2021-02-10 20:50:27,"[13] #Deal #Bitcoin (#BTC) is really exploding at this time (22072,37 Euro/BTC). Join in at this FREE mining networ… https://t.co/iK0zmaVpYO","['Deal', 'Bitcoin', 'BTC']",TweetDeck,false
AmazonCoin.io,Jungle,"👉 https://t.co/U0GNQ7fs9m Amazon DeFi, Nature DeFi 🌱🌿🌳 #amazoncoin",2017-11-15 14:44:48,1036.0,0,8,False,2021-02-10 20:49:51,"➡ https://t.co/gJjWvcDcH7

🌿💯👉 https://t.co/GydSZXKIno

#AmazonCoin $AMA
#amazon #pay #finance #tokensale… https://t.co/IFYHh6X1sf","['AmazonCoin', 'amazon', 'pay', 'finance', 'tokensale']",Twitter for Android,false
Sophisticated1,,“Bitcoin is an idea whose time has come”. Economist and memeist - sarcastic and anti- hypocrite. #Bitcoin,2019-06-21 13:51:15,89.0,632,1708,False,2021-02-10 20:48:43,"@elonmusk @Tesla 
After making a substantial investment in #Bitcoin #BTC Elon sends a message to the snakes on Wall… https://t.co/3crzYDiFmL","['Bitcoin', 'BTC']",Twitter for iPhone,false
Twittt Alez,Kutai Barat,"Nothing special about me
cuman seorang pusamania dari pedalaman kutai barat",2011-11-04 12:03:16,107.0,222,63,False,2021-02-10 20:48:31,🤝 Follow me on @betfury_io. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform wi… https://t.co/EEpbxbUgNc,,Twitter Web App,false
Dogefather,,I am the #Dogefather. I am not #Snoop D.O.G.G. And I am not related to the Dogg. #Doge From 100 Followers on will be #giveaways,2021-02-07 21:52:27,5.0,14,31,False,2021-02-10 20:48:15,Hello @binance how much is your #spread when buying/selling #crypto on #Binance ? On #krakenfx it seems often to be… https://t.co/gLYo3xed1s,"['spread', 'crypto', 'Binance', 'krakenfx']",Twitter for iPad,false
Bartosz Brodacki,United Kingdom,#Crypto,2021-01-29 15:37:58,16.0,135,336,False,2021-02-10 20:47:12,"Anyone on #Swissborg ?
High Fees seem to be the main topic. They have low fees which works great for #Crypto and… https://t.co/hOQVJNB2nA","['Swissborg', 'Crypto']",Twitter for Android,false
tbandz7,,#bitcoin,2016-04-06 15:26:30,40.0,29,290,False,2021-02-10 20:47:06,"For anyone who wants to buy Bitcoin use this link, easiest app to buy from 🚀 you’ll receive free Bitcoin aswell 💰… https://t.co/zhSQCIlT7g",,Twitter for iPhone,false
XRP Monkey,CA,XRP soldier / #Sparktan HODLenvestor/ Crypto Trader - #xrp #vet #xvg #dot #ada #link #sc ALWAYS DYOR - “Look at what they’re doing and NOT what they’re saying”,2011-12-15 14:23:19,269.0,402,4055,False,2021-02-10 20:45:47,Mass adoption is coming faster than you think 😎🔥🔥🔥 pile up on the dips now while you can before the true FOMO enter… https://t.co/eQ3krV3T8a,,Twitter for iPhone,false
CryptoCraker🦞,"New York, USA","#Cryptocurrency Market analysis.
#Bitcoin #Ethereum #BNB #1inch #HTB 
My #BTC Donations adress.
188pwPaS3EP4Qaqasdc8peUFjJjv2Wc1SY",2020-01-07 10:16:48,112.0,284,647,False,2021-02-10 20:45:05,"#aave $aave next target is $750

🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀

#aave750usd #aave1000usd

#bnb #Bitcoin #ETH #Ethereum #XRP #Doge #btc… https://t.co/lANLFcXMA9","['aave', 'aave750usd', 'aave1000usd', 'bnb', 'Bitcoin', 'ETH', 'Ethereum', 'XRP', 'Doge', 'btc']",Twitter for Android,false
Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 20:45:00,"🤩$ICX 🤩Buy Signal
▶Pair: ICX/BTC 
🚦Signal: Price Crossing DMA - Day 
💰Price: 0.00002472 

#btc #bitcoin… https://t.co/oDBmMxYQy3","['btc', 'bitcoin']",Genius Crypto,false
Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 20:44:49,"🤩$ATM 🤩Buy Signal
▶Pair: ATM/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 5.63 

#btc #bitcoin… https://t.co/vdKDHYpU0c","['btc', 'bitcoin']",Genius Crypto,false
Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 20:44:38,"🤩$ATM 🤩Buy Signal
▶Pair: ATM/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 5.643 

#btc #bitcoin… https://t.co/0aRt1LL55C","['btc', 'bitcoin']",Genius Crypto,false
Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 20:44:27,"🤩$EOSUP 🤩Buy Signal
▶Pair: EOSUP/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 3.86 

#btc #bitcoin… https://t.co/IjPkuZbKNx","['btc', 'bitcoin']",Genius Crypto,false
IGSquawk,Global,"Live from our trading floor, IG dealers share news and client sentiment 24 hours a day. Tweets are not investment advice, losses can exceed initial deposits.",2013-06-20 09:14:25,49690.0,655,1667,True,2021-02-10 20:44:20,"Crypto update:
#Bitcoin 44726.30 -5.5%
#Ether 1721.31 -2.73%
#BitcoinCash 480.97 -5.45%
#EOS 3.9197 -5.87%
#Stellar… https://t.co/bhYKJ5J2eH","['Bitcoin', 'Ether', 'BitcoinCash', 'EOS', 'Stellar']",TweetDeck,false
jim.crypto,,,2019-05-19 17:28:53,50.0,410,855,False,2021-02-10 20:44:15,"ATH 2017 VS 2021
$btc #BTC #Bitcoin #ATH #AllTimeHigh #AllTimeHigh https://t.co/bkm9mQT6Gu","['BTC', 'Bitcoin', 'ATH', 'AllTimeHigh', 'AllTimeHigh']",Twitter for Android,false
CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 20:43:16,"⚡ Peak $BTC volume trading across the major exchanges! Price trading around 44787
  https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,false
Pixelhead,,"3D Digital Artist & NFT Addict
https://t.co/ORYVLpGbDt
#Bitcoin",2020-09-08 20:22:49,276.0,542,2910,False,2021-02-10 20:42:58,Can you imagine not owning any bitcoin right now? I'd be angry 24/7. #bitcoin #cryptocurrency #BTC,"['bitcoin', 'cryptocurrency', 'BTC']",Twitter for Android,false
Sydney,,For CRYPTO SIGNALS: https://t.co/VOko3Gq52d and For FOREX SIGNALS: https://t.co/ReyJxe5rm8,2020-02-18 18:07:28,49.0,2,8,False,2021-02-10 20:42:50,"#EURCAD 275 PIPS Profit🔥✅⭐️

Go and checkout the link in the bio to get amazing signals.

#BTC #GBPAUD #nflx… https://t.co/fFdbp5OUuk","['EURCAD', 'BTC', 'GBPAUD', 'nflx']",MagicPot,false
URBAN NFT GALLERY,,"Verified on #Rarible 
Urban art gallery for unique graffiti artists from all over the world 🌎🎨
#URBAN #NFT #GALLERY",2021-01-11 21:23:22,499.0,531,887,False,2021-02-10 20:42:20,"DROP #004 ‼️

URBAN NFT GALLERY presents:

Release: #004 
Title: BTC
Artist: Hip-Hop Legends NFT / Jimmy
Minted: On… https://t.co/yLedGDlpT5",,Twitter Web App,false
Eric De Groot,United States,"A forum that uses the markets as the ultimate teacher and provides unique perspective on #BITCOIN, #Bond, #Stocks, #Commodities, global trends, and #Cycles.",2009-06-15 22:40:35,1033.0,27,12,False,2021-02-10 20:41:13,"Day traders chase their tails.   Wish the Robinhood kids understood this.  #bitcoin is once again ""no play"".  The R… https://t.co/qnNtKCRC5M",['bitcoin'],Twitter Web App,false
Official New York Coin | NYC Coin NO FEE Crypto,"167 Mott St, NY, NY 10013","THE ORIGINAL LIGHTNING-FAST, NO FEE CRYPTO SINCE 2014. Open-Source P2P Crypto. NYC Coin is The FASTER, NO FEE @Bitcoin @Litecoin. Free Worldwide Remittances.",2014-04-14 01:56:23,7769.0,46,1077,False,2021-02-10 20:38:35,"The Brooklyn Bridge

an #NYC Original.

https://t.co/eWJsxnkEmM
https://t.co/CW3jNxsRyv

The Original Lightning-Fas… https://t.co/7bvGtmXAXe",['NYC'],Twitter Web App,false
